Region,Value,Year,Metric_Type
ANDALUCÍA,8168.6,2008,Número de Habitantes
ARAGÓN,1336.4,2008,Número de Habitantes
"ASTURIAS, PRINCIPADO DE",1074.0,2008,Número de Habitantes
"BALEARS, ILLES",1057.4,2008,Número de Habitantes
CANARIAS,2010.0,2008,Número de Habitantes
CANTABRIA,581.2,2008,Número de Habitantes
CASTILLA Y LEÓN,2546.4,2008,Número de Habitantes
CASTILLA - LA MANCHA,2050.5,2008,Número de Habitantes
CATALUÑA,7377.1,2008,Número de Habitantes
COMUNITAT VALENCIANA,4959.6,2008,Número de Habitantes
EXTREMADURA,1091.5,2008,Número de Habitantes
GALICIA,2760.0,2008,Número de Habitantes
"MADRID, COMUNIDAD DE",6283.7,2008,Número de Habitantes
"MURCIA, REGIÓN DE",1431.5,2008,Número de Habitantes
"NAVARRA, COMUNIDAD FORAL DE",622.0,2008,Número de Habitantes
PAÍS VASCO,2166.8,2008,Número de Habitantes
"RIOJA, LA",318.4,2008,Número de Habitantes
CEUTA,75.8,2008,Número de Habitantes
MELILLA,72.2,2008,Número de Habitantes
ANDALUCÍA,0.1776431392334592,2008,Estructura Porcentual
ARAGÓN,0.029062788148715185,2008,Estructura Porcentual
"ASTURIAS, PRINCIPADO DE",0.023356356234450846,2008,Estructura Porcentual
"BALEARS, ILLES",0.022995354825240528,2008,Estructura Porcentual
CANARIAS,0.04371161641643035,2008,Estructura Porcentual
CANTABRIA,0.012639398736930011,2008,Estructura Porcentual
CASTILLA Y LEÓN,0.05537674628994938,2008,Estructura Porcentual
CASTILLA - LA MANCHA,0.044592372866612155,2008,Estructura Porcentual
CATALUÑA,0.16043033107743698,2008,Estructura Porcentual
COMUNITAT VALENCIANA,0.1078567824770786,2008,Estructura Porcentual
EXTREMADURA,0.02373693000922076,2008,Estructura Porcentual
GALICIA,0.06002192104942675,2008,Estructura Porcentual
"MADRID, COMUNIDAD DE",0.13665208162981263,2008,Estructura Porcentual
"MURCIA, REGIÓN DE",0.031130934776179127,2008,Estructura Porcentual
"NAVARRA, COMUNIDAD FORAL DE",0.013526679308965015,2008,Estructura Porcentual
PAÍS VASCO,0.0471215574383688,2008,Estructura Porcentual
"RIOJA, LA",0.006924267993528071,2008,Estructura Porcentual
CEUTA,0.001648428121574836,2008,Estructura Porcentual
MELILLA,0.0015701386593364535,2008,Estructura Porcentual
ANDALUCÍA,0.014380091396781314,2008,Tasa de Variación Interanual
ARAGÓN,0.020620131357873772,2008,Tasa de Variación Interanual
"ASTURIAS, PRINCIPADO DE",0.00561797752808979,2008,Tasa de Variación Interanual
"BALEARS, ILLES",0.031408505657432695,2008,Tasa de Variación Interanual
CANARIAS,0.021341463414634054,2008,Tasa de Variación Interanual
CANTABRIA,0.015019210618232748,2008,Tasa de Variación Interanual
CASTILLA Y LEÓN,0.00711912672045556,2008,Tasa de Variación Interanual
CASTILLA - LA MANCHA,0.02356112414516054,2008,Tasa de Variación Interanual
CATALUÑA,0.02002129336448988,2008,Tasa de Variación Interanual
COMUNITAT VALENCIANA,0.018879552971629465,2008,Tasa de Variación Interanual
EXTREMADURA,0.005249585559034875,2008,Tasa de Variación Interanual
GALICIA,0.0046958610898766295,2008,Tasa de Variación Interanual
"MADRID, COMUNIDAD DE",0.02127486672734369,2008,Tasa de Variación Interanual
"MURCIA, REGIÓN DE",0.018933731938216125,2008,Tasa de Variación Interanual
"NAVARRA, COMUNIDAD FORAL DE",0.02000655952771413,2008,Tasa de Variación Interanual
PAÍS VASCO,0.0072985914183443246,2008,Tasa de Variación Interanual
"RIOJA, LA",0.019206145966709443,2008,Tasa de Variación Interanual
CEUTA,0.01608579088471851,2008,Tasa de Variación Interanual
MELILLA,0.029957203994293913,2008,Tasa de Variación Interanual
ANDALUCÍA,8244.5,2009,Número de Habitantes
ARAGÓN,1344.5,2009,Número de Habitantes
"ASTURIAS, PRINCIPADO DE",1076.4,2009,Número de Habitantes
"BALEARS, ILLES",1078.1,2009,Número de Habitantes
CANARIAS,2034.2,2009,Número de Habitantes
CANTABRIA,586.8,2009,Número de Habitantes
CASTILLA Y LEÓN,2547.6,2009,Número de Habitantes
CASTILLA - LA MANCHA,2075.9,2009,Número de Habitantes
CATALUÑA,7447.3,2009,Número de Habitantes
COMUNITAT VALENCIANA,4984.4,2009,Número de Habitantes
EXTREMADURA,1097.1,2009,Número de Habitantes
GALICIA,2769.1,2009,Número de Habitantes
"MADRID, COMUNIDAD DE",6354.1,2009,Número de Habitantes
"MURCIA, REGIÓN DE",1448.5,2009,Número de Habitantes
"NAVARRA, COMUNIDAD FORAL DE",630.1,2009,Número de Habitantes
PAÍS VASCO,2177.0,2009,Número de Habitantes
"RIOJA, LA",319.8,2009,Número de Habitantes
CEUTA,77.8,2009,Número de Habitantes
MELILLA,74.5,2009,Número de Habitantes
ANDALUCÍA,0.17780734823454308,2009,Estructura Porcentual
ARAGÓN,0.028996540687894135,2009,Estructura Porcentual
"ASTURIAS, PRINCIPADO DE",0.02321448597727724,2009,Estructura Porcentual
"BALEARS, ILLES",0.02325114950957134,2009,Estructura Porcentual
CANARIAS,0.04387115140744831,2009,Estructura Porcentual
CANTABRIA,0.012655388676575884,2009,Estructura Porcentual
CASTILLA Y LEÓN,0.054943538160267084,2009,Estructura Porcentual
CASTILLA - LA MANCHA,0.044770486287838925,2009,Estructura Porcentual
CATALUÑA,0.16061430826697953,2009,Estructura Porcentual
COMUNITAT VALENCIANA,0.10749747668630681,2009,Estructura Porcentual
EXTREMADURA,0.023660918399917182,2009,Estructura Porcentual
GALICIA,0.05972058075035154,2009,Estructura Porcentual
"MADRID, COMUNIDAD DE",0.13703750032350176,2009,Estructura Porcentual
"MURCIA, REGIÓN DE",0.031239486192945073,2009,Estructura Porcentual
"NAVARRA, COMUNIDAD FORAL DE",0.013589230410890364,2009,Estructura Porcentual
PAÍS VASCO,0.04695088812015287,2009,Estructura Porcentual
"RIOJA, LA",0.006897057428031643,2009,Estructura Porcentual
CEUTA,0.001677895772047723,2009,Estructura Porcentual
MELILLA,0.0016067253858297605,2009,Estructura Porcentual
ANDALUCÍA,0.009291677888499716,2009,Tasa de Variación Interanual
ARAGÓN,0.006061059563005067,2009,Tasa de Variación Interanual
"ASTURIAS, PRINCIPADO DE",0.0022346368715084886,2009,Tasa de Variación Interanual
"BALEARS, ILLES",0.01957631927368997,2009,Tasa de Variación Interanual
CANARIAS,0.012039800995024885,2009,Tasa de Variación Interanual
CANTABRIA,0.009635237439779676,2009,Tasa de Variación Interanual
CASTILLA Y LEÓN,0.0004712535344013613,2009,Tasa de Variación Interanual
CASTILLA - LA MANCHA,0.012387222628627237,2009,Tasa de Variación Interanual
CATALUÑA,0.009515934445784913,2009,Tasa de Variación Interanual
COMUNITAT VALENCIANA,0.0050004032583270686,2009,Tasa de Variación Interanual
EXTREMADURA,0.005130554283096611,2009,Tasa de Variación Interanual
GALICIA,0.003297101449275308,2009,Tasa de Variación Interanual
"MADRID, COMUNIDAD DE",0.01120359024141826,2009,Tasa de Variación Interanual
"MURCIA, REGIÓN DE",0.011875654907439692,2009,Tasa de Variación Interanual
"NAVARRA, COMUNIDAD FORAL DE",0.01302250803858529,2009,Tasa de Variación Interanual
PAÍS VASCO,0.004707402621377144,2009,Tasa de Variación Interanual
"RIOJA, LA",0.0043969849246232595,2009,Tasa de Variación Interanual
CEUTA,0.02638522427440626,2009,Tasa de Variación Interanual
MELILLA,0.03185595567867039,2009,Tasa de Variación Interanual
ANDALUCÍA,8302.9,2010,Número de Habitantes
ARAGÓN,1343.8,2010,Número de Habitantes
"ASTURIAS, PRINCIPADO DE",1076.2,2010,Número de Habitantes
"BALEARS, ILLES",1087.6,2010,Número de Habitantes
CANARIAS,2053.1,2010,Número de Habitantes
CANTABRIA,589.6,2010,Número de Habitantes
CASTILLA Y LEÓN,2545.4,2010,Número de Habitantes
CASTILLA - LA MANCHA,2090.6,2010,Número de Habitantes
CATALUÑA,7477.3,2010,Número de Habitantes
COMUNITAT VALENCIANA,4988.9,2010,Número de Habitantes
EXTREMADURA,1100.4,2010,Número de Habitantes
GALICIA,2771.8,2010,Número de Habitantes
"MADRID, COMUNIDAD DE",6384.4,2010,Número de Habitantes
"MURCIA, REGIÓN DE",1456.5,2010,Número de Habitantes
"NAVARRA, COMUNIDAD FORAL DE",635.0,2010,Número de Habitantes
PAÍS VASCO,2181.1,2010,Número de Habitantes
"RIOJA, LA",319.9,2010,Número de Habitantes
CEUTA,80.6,2010,Número de Habitantes
MELILLA,77.4,2010,Número de Habitantes
ANDALUCÍA,0.1783173154362416,2010,Estructura Porcentual
ARAGÓN,0.02886013422818792,2010,Estructura Porcentual
"ASTURIAS, PRINCIPADO DE",0.02311302013422819,2010,Estructura Porcentual
"BALEARS, ILLES",0.023357852348993288,2010,Estructura Porcentual
CANARIAS,0.044093422818791944,2010,Estructura Porcentual
CANTABRIA,0.01266255033557047,2010,Estructura Porcentual
CASTILLA Y LEÓN,0.05466630872483222,2010,Estructura Porcentual
CASTILLA - LA MANCHA,0.044898791946308726,2010,Estructura Porcentual
CATALUÑA,0.1605863087248322,2010,Estructura Porcentual
COMUNITAT VALENCIANA,0.10714416107382549,2010,Estructura Porcentual
EXTREMADURA,0.02363275167785235,2010,Estructura Porcentual
GALICIA,0.05952859060402685,2010,Estructura Porcentual
"MADRID, COMUNIDAD DE",0.1371146308724832,2010,Estructura Porcentual
"MURCIA, REGIÓN DE",0.03128053691275168,2010,Estructura Porcentual
"NAVARRA, COMUNIDAD FORAL DE",0.01363758389261745,2010,Estructura Porcentual
PAÍS VASCO,0.046842416107382545,2010,Estructura Porcentual
"RIOJA, LA",0.006870335570469798,2010,Estructura Porcentual
CEUTA,0.0017310067114093958,2010,Estructura Porcentual
MELILLA,0.001662281879194631,2010,Estructura Porcentual
ANDALUCÍA,0.00708351021893372,2010,Tasa de Variación Interanual
ARAGÓN,-0.000520639642989984,2010,Tasa de Variación Interanual
"ASTURIAS, PRINCIPADO DE",-0.00018580453363070681,2010,Tasa de Variación Interanual
"BALEARS, ILLES",0.008811798534458681,2010,Tasa de Variación Interanual
CANARIAS,0.009291121816930481,2010,Tasa de Variación Interanual
CANTABRIA,0.0047716428084527696,2010,Tasa de Variación Interanual
CASTILLA Y LEÓN,-0.0008635578583764403,2010,Tasa de Variación Interanual
CASTILLA - LA MANCHA,0.007081265956934146,2010,Tasa de Variación Interanual
CATALUÑA,0.004028305560404455,2010,Tasa de Variación Interanual
COMUNITAT VALENCIANA,0.0009028167883797789,2010,Tasa de Variación Interanual
EXTREMADURA,0.0030079299972656237,2010,Tasa de Variación Interanual
GALICIA,0.0009750460438411324,2010,Tasa de Variación Interanual
"MADRID, COMUNIDAD DE",0.004768574621110577,2010,Tasa de Variación Interanual
"MURCIA, REGIÓN DE",0.005522954780807776,2010,Tasa de Variación Interanual
"NAVARRA, COMUNIDAD FORAL DE",0.007776543405808578,2010,Tasa de Variación Interanual
PAÍS VASCO,0.001883325677537906,2010,Tasa de Variación Interanual
"RIOJA, LA",0.00031269543464662597,2010,Tasa de Variación Interanual
CEUTA,0.0359897172236503,2010,Tasa de Variación Interanual
MELILLA,0.03892617449664426,2010,Tasa de Variación Interanual
ANDALUCÍA,8352.8,2011,Número de Habitantes
ARAGÓN,1344.5,2011,Número de Habitantes
"ASTURIAS, PRINCIPADO DE",1075.1,2011,Número de Habitantes
"BALEARS, ILLES",1095.5,2011,Número de Habitantes
CANARIAS,2074.0,2011,Número de Habitantes
CANTABRIA,591.6,2011,Número de Habitantes
CASTILLA Y LEÓN,2541.4,2011,Número de Habitantes
CASTILLA - LA MANCHA,2103.3,2011,Número de Habitantes
CATALUÑA,7504.0,2011,Número de Habitantes
COMUNITAT VALENCIANA,5002.1,2011,Número de Habitantes
EXTREMADURA,1103.5,2011,Número de Habitantes
GALICIA,2771.7,2011,Número de Habitantes
"MADRID, COMUNIDAD DE",6409.1,2011,Número de Habitantes
"MURCIA, REGIÓN DE",1461.1,2011,Número de Habitantes
"NAVARRA, COMUNIDAD FORAL DE",638.6,2011,Número de Habitantes
PAÍS VASCO,2184.0,2011,Número de Habitantes
"RIOJA, LA",321.1,2011,Número de Habitantes
CEUTA,82.9,2011,Número de Habitantes
MELILLA,80.2,2011,Número de Habitantes
ANDALUCÍA,0.17872189283276593,2011,Estructura Porcentual
ARAGÓN,0.028767788635386198,2011,Estructura Porcentual
"ASTURIAS, PRINCIPADO DE",0.023003532586019858,2011,Estructura Porcentual
"BALEARS, ILLES",0.023440024135415082,2011,Estructura Porcentual
CANARIAS,0.04437664085518109,2011,Estructura Porcentual
CANTABRIA,0.01265825493246149,2011,Estructura Porcentual
CASTILLA Y LEÓN,0.05437743253103048,2011,Estructura Porcentual
CASTILLA - LA MANCHA,0.04500356254132227,2011,Estructura Porcentual
CATALUÑA,0.16056042091479214,2011,Estructura Porcentual
COMUNITAT VALENCIANA,0.10702815584460044,2011,Estructura Porcentual
EXTREMADURA,0.02361119729204066,2011,Estructura Porcentual
GALICIA,0.0593050797773893,2011,Estructura Porcentual
"MADRID, COMUNIDAD DE",0.13713323476612396,2011,Estructura Porcentual
"MURCIA, REGIÓN DE",0.03126263739320399,2011,Estructura Porcentual
"NAVARRA, COMUNIDAD FORAL DE",0.013663897227636761,2011,Estructura Porcentual
PAÍS VASCO,0.04673027175878278,2011,Estructura Porcentual
"RIOJA, LA",0.006870462574059136,2011,Estructura Porcentual
CEUTA,0.0017737818355325519,2011,Estructura Porcentual
MELILLA,0.0017160108951714192,2011,Estructura Porcentual
ANDALUCÍA,0.006009948331305859,2011,Tasa de Variación Interanual
ARAGÓN,0.0005209108498289705,2011,Tasa de Variación Interanual
"ASTURIAS, PRINCIPADO DE",-0.0010221148485413112,2011,Tasa de Variación Interanual
"BALEARS, ILLES",0.007263699889665354,2011,Tasa de Variación Interanual
CANARIAS,0.010179728215868655,2011,Tasa de Variación Interanual
CANTABRIA,0.0033921302578019397,2011,Tasa de Variación Interanual
CASTILLA Y LEÓN,-0.0015714622456195482,2011,Tasa de Variación Interanual
CASTILLA - LA MANCHA,0.006074811059026297,2011,Tasa de Variación Interanual
CATALUÑA,0.003570807644470486,2011,Tasa de Variación Interanual
COMUNITAT VALENCIANA,0.0026458738399248727,2011,Tasa de Variación Interanual
EXTREMADURA,0.0028171573973099218,2011,Tasa de Variación Interanual
GALICIA,-3.607763907942374e-05,2011,Tasa de Variación Interanual
"MADRID, COMUNIDAD DE",0.00386880521270605,2011,Tasa de Variación Interanual
"MURCIA, REGIÓN DE",0.0031582560933745008,2011,Tasa de Variación Interanual
"NAVARRA, COMUNIDAD FORAL DE",0.005669291338582738,2011,Tasa de Variación Interanual
PAÍS VASCO,0.0013296043280914827,2011,Tasa de Variación Interanual
"RIOJA, LA",0.0037511722413254844,2011,Tasa de Variación Interanual
CEUTA,0.02853598014888359,2011,Tasa de Variación Interanual
MELILLA,0.036175710594315236,2011,Tasa de Variación Interanual
ANDALUCÍA,8378.3,2012,Número de Habitantes
ARAGÓN,1340.0,2012,Número de Habitantes
"ASTURIAS, PRINCIPADO DE",1070.4,2012,Número de Habitantes
"BALEARS, ILLES",1101.4,2012,Número de Habitantes
CANARIAS,2087.6,2012,Número de Habitantes
CANTABRIA,590.8,2012,Número de Habitantes
CASTILLA Y LEÓN,2525.5,2012,Número de Habitantes
CASTILLA - LA MANCHA,2098.3,2012,Número de Habitantes
CATALUÑA,7499.4,2012,Número de Habitantes
COMUNITAT VALENCIANA,4999.1,2012,Número de Habitantes
EXTREMADURA,1101.9,2012,Número de Habitantes
GALICIA,2764.6,2012,Número de Habitantes
"MADRID, COMUNIDAD DE",6424.0,2012,Número de Habitantes
"MURCIA, REGIÓN DE",1461.2,2012,Número de Habitantes
"NAVARRA, COMUNIDAD FORAL DE",639.3,2012,Número de Habitantes
PAÍS VASCO,2180.7,2012,Número de Habitantes
"RIOJA, LA",320.1,2012,Número de Habitantes
CEUTA,84.2,2012,Número de Habitantes
MELILLA,82.7,2012,Número de Habitantes
ANDALUCÍA,0.17921765673496712,2012,Estructura Porcentual
ARAGÓN,0.02866353079083537,2012,Estructura Porcentual
"ASTURIAS, PRINCIPADO DE",0.022896599521276255,2012,Estructura Porcentual
"BALEARS, ILLES",0.023559711054497074,2012,Estructura Porcentual
CANARIAS,0.044655214088767096,2012,Estructura Porcentual
CANTABRIA,0.012637622381511593,2012,Estructura Porcentual
CASTILLA Y LEÓN,0.05402219926287666,2012,Estructura Porcentual
CASTILLA - LA MANCHA,0.04488409452120139,2012,Estructura Porcentual
CATALUÑA,0.16041737523342595,2012,Estructura Porcentual
COMUNITAT VALENCIANA,0.10693422147497396,2012,Estructura Porcentual
EXTREMADURA,0.023570406401807086,2012,Estructura Porcentual
GALICIA,0.05913671434652497,2012,Estructura Porcentual
"MADRID, COMUNIDAD DE",0.13741382223904955,2012,Estructura Porcentual
"MURCIA, REGIÓN DE",0.031256082978782566,2012,Estructura Porcentual
"NAVARRA, COMUNIDAD FORAL DE",0.013675071070582873,2012,Estructura Porcentual
PAÍS VASCO,0.046646687757891554,2012,Estructura Porcentual
"RIOJA, LA",0.0068471613478704495,2012,Estructura Porcentual
CEUTA,0.0018010964870062225,2012,Estructura Porcentual
MELILLA,0.0017690104450761828,2012,Estructura Porcentual
ANDALUCÍA,0.0030528684991859567,2012,Tasa de Variación Interanual
ARAGÓN,-0.0033469691335068497,2012,Tasa de Variación Interanual
"ASTURIAS, PRINCIPADO DE",-0.004371686354757487,2012,Tasa de Variación Interanual
"BALEARS, ILLES",0.005385668644454666,2012,Tasa de Variación Interanual
CANARIAS,0.006557377049180246,2012,Tasa de Variación Interanual
CANTABRIA,-0.0013522650439486972,2012,Tasa de Variación Interanual
CASTILLA Y LEÓN,-0.006256394113480779,2012,Tasa de Variación Interanual
CASTILLA - LA MANCHA,-0.0023772167546236567,2012,Tasa de Variación Interanual
CATALUÑA,-0.0006130063965885668,2012,Tasa de Variación Interanual
COMUNITAT VALENCIANA,-0.00059974810579555,2012,Tasa de Variación Interanual
EXTREMADURA,-0.0014499320344357747,2012,Tasa de Variación Interanual
GALICIA,-0.0025616047912833118,2012,Tasa de Variación Interanual
"MADRID, COMUNIDAD DE",0.002324819397419242,2012,Tasa de Variación Interanual
"MURCIA, REGIÓN DE",6.844158510710407e-05,2012,Tasa de Variación Interanual
"NAVARRA, COMUNIDAD FORAL DE",0.0010961478233635358,2012,Tasa de Variación Interanual
PAÍS VASCO,-0.0015109890109891166,2012,Tasa de Variación Interanual
"RIOJA, LA",-0.0031142946122703075,2012,Tasa de Variación Interanual
CEUTA,0.01568154402895061,2012,Tasa de Variación Interanual
MELILLA,0.0311720698254363,2012,Tasa de Variación Interanual
ANDALUCÍA,8381.3,2013,Número de Habitantes
ARAGÓN,1334.0,2013,Número de Habitantes
"ASTURIAS, PRINCIPADO DE",1062.6,2013,Número de Habitantes
"BALEARS, ILLES",1105.8,2013,Número de Habitantes
CANARIAS,2096.2,2013,Número de Habitantes
CANTABRIA,588.4,2013,Número de Habitantes
CASTILLA Y LEÓN,2504.7,2013,Número de Habitantes
CASTILLA - LA MANCHA,2083.1,2013,Número de Habitantes
CATALUÑA,7456.3,2013,Número de Habitantes
COMUNITAT VALENCIANA,4970.0,2013,Número de Habitantes
EXTREMADURA,1098.5,2013,Número de Habitantes
GALICIA,2752.1,2013,Número de Habitantes
"MADRID, COMUNIDAD DE",6388.7,2013,Número de Habitantes
"MURCIA, REGIÓN DE",1461.9,2013,Número de Habitantes
"NAVARRA, COMUNIDAD FORAL DE",637.4,2013,Número de Habitantes
PAÍS VASCO,2174.8,2013,Número de Habitantes
"RIOJA, LA",317.2,2013,Número de Habitantes
CEUTA,84.4,2013,Número de Habitantes
MELILLA,83.8,2013,Número de Habitantes
ANDALUCÍA,0.17992919875228364,2013,Estructura Porcentual
ARAGÓN,0.02863822451595175,2013,Estructura Porcentual
"ASTURIAS, PRINCIPADO DE",0.02281182711443053,2013,Estructura Porcentual
"BALEARS, ILLES",0.0237392418813639,2013,Estructura Porcentual
CANARIAS,0.04500108413068819,2013,Estructura Porcentual
CANTABRIA,0.012631732612583215,2013,Estructura Porcentual
CASTILLA Y LEÓN,0.05377073534115768,2013,Estructura Porcentual
CASTILLA - LA MANCHA,0.044719854189789424,2013,Estructura Porcentual
CATALUÑA,0.16007135941401127,2013,Estructura Porcentual
COMUNITAT VALENCIANA,0.10669563406617706,2013,Estructura Porcentual
EXTREMADURA,0.023582525960099698,2013,Estructura Porcentual
GALICIA,0.059081902316604804,2013,Estructura Porcentual
"MADRID, COMUNIDAD DE",0.13715219262748196,2013,Estructura Porcentual
"MURCIA, REGIÓN DE",0.03138397332823828,2013,Estructura Porcentual
