Region,Value,Year,Metric_Type,CCAA
Lugo,-0.007128007128007097,2016,Tasa de Variación Interanual,GALICIA
Ourense,-0.010446343779677014,2016,Tasa de Variación Interanual,GALICIA
Pontevedra,-0.0022187004754358197,2016,Tasa de Variación Interanual,GALICIA
Araba/Álava,0.005898789195901921,2016,Tasa de Variación Interanual,PAÍS VASCO
Bizkaia,0.0007896122126689331,2016,Tasa de Variación Interanual,PAÍS VASCO
Gipuzkoa,0.0029577464788732577,2016,Tasa de Variación Interanual,PAÍS VASCO
Total Nacional,0.0009205681220409989,2016,Tasa de Variación Interanual,MELILLA
Almería,706.2,2017,Número de Habitantes,ANDALUCÍA
Cádiz,1243.2,2017,Número de Habitantes,ANDALUCÍA
Córdoba,785.5,2017,Número de Habitantes,ANDALUCÍA
Granada,914.2,2017,Número de Habitantes,ANDALUCÍA
Huelva,519.6,2017,Número de Habitantes,ANDALUCÍA
Jaén,639.9,2017,Número de Habitantes,ANDALUCÍA
Málaga,1643.4,2017,Número de Habitantes,ANDALUCÍA
Sevilla,1936.5,2017,Número de Habitantes,ANDALUCÍA
Huesca,220.4,2017,Número de Habitantes,ARAGÓN
Teruel,134.6,2017,Número de Habitantes,ARAGÓN
Zaragoza,960.2,2017,Número de Habitantes,ARAGÓN
"Palmas, Las",1107.5,2017,Número de Habitantes,CANARIAS
Santa Cruz de Tenerife,1012.8,2017,Número de Habitantes,CANARIAS
Ávila,160.6,2017,Número de Habitantes,CASTILLA Y LEÓN
Burgos,357.2,2017,Número de Habitantes,CASTILLA Y LEÓN
León,466.0,2017,Número de Habitantes,CASTILLA Y LEÓN
Palencia,162.5,2017,Número de Habitantes,CASTILLA Y LEÓN
Salamanca,334.1,2017,Número de Habitantes,CASTILLA Y LEÓN
Segovia,154.0,2017,Número de Habitantes,CASTILLA Y LEÓN
Soria,89.3,2017,Número de Habitantes,CASTILLA Y LEÓN
Valladolid,521.1,2017,Número de Habitantes,CASTILLA Y LEÓN
Zamora,176.7,2017,Número de Habitantes,CASTILLA Y LEÓN
Albacete,389.0,2017,Número de Habitantes,CASTILLA - LA MANCHA
Ciudad Real,500.7,2017,Número de Habitantes,CASTILLA - LA MANCHA
Cuenca,199.5,2017,Número de Habitantes,CASTILLA - LA MANCHA
Guadalajara,255.5,2017,Número de Habitantes,CASTILLA - LA MANCHA
Toledo,689.4,2017,Número de Habitantes,CASTILLA - LA MANCHA
Barcelona,5519.3,2017,Número de Habitantes,CATALUÑA
Girona,753.4,2017,Número de Habitantes,CATALUÑA
Lleida,429.8,2017,Número de Habitantes,CATALUÑA
Tarragona,793.1,2017,Número de Habitantes,CATALUÑA
Alicante/Alacant,1832.8,2017,Número de Habitantes,COMUNITAT VALENCIANA
Castellón/Castelló,574.5,2017,Número de Habitantes,COMUNITAT VALENCIANA
Valencia/València,2533.0,2017,Número de Habitantes,COMUNITAT VALENCIANA
Badajoz,676.9,2017,Número de Habitantes,EXTREMADURA
Cáceres,398.2,2017,Número de Habitantes,EXTREMADURA
"Coruña, A",1118.6,2017,Número de Habitantes,GALICIA
Lugo,332.0,2017,Número de Habitantes,GALICIA
Ourense,309.9,2017,Número de Habitantes,GALICIA
Pontevedra,942.3,2017,Número de Habitantes,GALICIA
Araba/Álava,326.3,2017,Número de Habitantes,PAÍS VASCO
Bizkaia,1142.0,2017,Número de Habitantes,PAÍS VASCO
Gipuzkoa,713.7,2017,Número de Habitantes,PAÍS VASCO
Total Nacional,46510.5,2017,Número de Habitantes,MELILLA
Almería,0.015183668203953947,2017,Estructura Porcentual,ANDALUCÍA
Cádiz,0.026729448189118588,2017,Estructura Porcentual,ANDALUCÍA
Córdoba,0.01688865954999409,2017,Estructura Porcentual,ANDALUCÍA
Granada,0.019655776652583827,2017,Estructura Porcentual,ANDALUCÍA
Huelva,0.01117167091301964,2017,Estructura Porcentual,ANDALUCÍA
Jaén,0.01375818363595317,2017,Estructura Porcentual,ANDALUCÍA
Málaga,0.03533395684845358,2017,Estructura Porcentual,ANDALUCÍA
Sevilla,0.04163575966717193,2017,Estructura Porcentual,ANDALUCÍA
Huesca,0.004738714913836661,2017,Estructura Porcentual,ARAGÓN
Teruel,0.0028939701787768354,2017,Estructura Porcentual,ARAGÓN
Zaragoza,0.020644800636415436,2017,Estructura Porcentual,ARAGÓN
"Palmas, Las",0.02381182743681534,2017,Estructura Porcentual,CANARIAS
Santa Cruz de Tenerife,0.02177572806140549,2017,Estructura Porcentual,CANARIAS
Ávila,0.0034529837348555702,2017,Estructura Porcentual,CASTILLA Y LEÓN
Burgos,0.007679986239666312,2017,Estructura Porcentual,CASTILLA Y LEÓN
León,0.010019242966641941,2017,Estructura Porcentual,CASTILLA Y LEÓN
Palencia,0.0034938347254920934,2017,Estructura Porcentual,CASTILLA Y LEÓN
Salamanca,0.007183324195611744,2017,Estructura Porcentual,CASTILLA Y LEÓN
Segovia,0.0033110802936971223,2017,Estructura Porcentual,CASTILLA Y LEÓN
Soria,0.001919996559916578,2017,Estructura Porcentual,CASTILLA Y LEÓN
Valladolid,0.011203921695101107,2017,Estructura Porcentual,CASTILLA Y LEÓN
Zamora,0.0037991421291966327,2017,Estructura Porcentual,CASTILLA Y LEÓN
Albacete,0.00836370281979338,2017,Estructura Porcentual,CASTILLA - LA MANCHA
Ciudad Real,0.010765311058793175,2017,Estructura Porcentual,CASTILLA - LA MANCHA
Cuenca,0.004289354016834908,2017,Estructura Porcentual,CASTILLA - LA MANCHA
Guadalajara,0.005493383214542953,2017,Estructura Porcentual,CASTILLA - LA MANCHA
Toledo,0.014822459444641532,2017,Estructura Porcentual,CASTILLA - LA MANCHA
Barcelona,0.1186678276948216,2017,Estructura Porcentual,CATALUÑA
Girona,0.016198492813450725,2017,Estructura Porcentual,CATALUÑA
Lleida,0.009240924092409241,2017,Estructura Porcentual,CATALUÑA
Tarragona,0.01705206351254018,2017,Estructura Porcentual,CATALUÑA
Alicante/Alacant,0.03940615559927328,2017,Estructura Porcentual,COMUNITAT VALENCIANA
Castellón/Castelló,0.012352049537201277,2017,Estructura Porcentual,COMUNITAT VALENCIANA
Valencia/València,0.054460820674901364,2017,Estructura Porcentual,COMUNITAT VALENCIANA
Badajoz,0.014553702927295986,2017,Estructura Porcentual,EXTREMADURA
Cáceres,0.008561507616559702,2017,Estructura Porcentual,EXTREMADURA
"Coruña, A",0.024050483224218187,2017,Estructura Porcentual,GALICIA
Lugo,0.007138173100697692,2017,Estructura Porcentual,GALICIA
Ourense,0.006663011578030766,2017,Estructura Porcentual,GALICIA
Pontevedra,0.020259941303576612,2017,Estructura Porcentual,GALICIA
Araba/Álava,0.007015620128788124,2017,Estructura Porcentual,PAÍS VASCO
Bizkaia,0.02455359542468905,2017,Estructura Porcentual,PAÍS VASCO
Gipuzkoa,0.015344922114361274,2017,Estructura Porcentual,PAÍS VASCO
Total Nacional,1.0,2017,Estructura Porcentual,MELILLA
Almería,0.005410022779043455,2017,Tasa de Variación Interanual,ANDALUCÍA
Cádiz,-0.0006430868167202064,2017,Tasa de Variación Interanual,ANDALUCÍA
Córdoba,-0.004435994930291454,2017,Tasa de Variación Interanual,ANDALUCÍA
Granada,-0.0006558810668997328,2017,Tasa de Variación Interanual,ANDALUCÍA
Huelva,0.0,2017,Tasa de Variación Interanual,ANDALUCÍA
Jaén,-0.00729134346881799,2017,Tasa de Variación Interanual,ANDALUCÍA
Málaga,0.001645639056500281,2017,Tasa de Variación Interanual,ANDALUCÍA
Sevilla,0.00041328718293121014,2017,Tasa de Variación Interanual,ANDALUCÍA
Huesca,-0.002714932126696823,2017,Tasa de Variación Interanual,ARAGÓN
Teruel,-0.008106116433308719,2017,Tasa de Variación Interanual,ARAGÓN
Zaragoza,0.0006252605252188292,2017,Tasa de Variación Interanual,ARAGÓN
"Palmas, Las",0.005173352695589051,2017,Tasa de Variación Interanual,CANARIAS
Santa Cruz de Tenerife,0.007660929260770111,2017,Tasa de Variación Interanual,CANARIAS
Ávila,-0.012907191149354569,2017,Tasa de Variación Interanual,CASTILLA Y LEÓN
Burgos,-0.0055679287305122616,2017,Tasa de Variación Interanual,CASTILLA Y LEÓN
León,-0.010405606285835534,2017,Tasa de Variación Interanual,CASTILLA Y LEÓN
Palencia,-0.00793650793650802,2017,Tasa de Variación Interanual,CASTILLA Y LEÓN
Salamanca,-0.008016627078384797,2017,Tasa de Variación Interanual,CASTILLA Y LEÓN
Segovia,-0.009009009009009028,2017,Tasa de Variación Interanual,CASTILLA Y LEÓN
Soria,-0.006674082313681939,2017,Tasa de Variación Interanual,CASTILLA Y LEÓN
Valladolid,-0.0055343511450380856,2017,Tasa de Variación Interanual,CASTILLA Y LEÓN
Zamora,-0.01614699331848557,2017,Tasa de Variación Interanual,CASTILLA Y LEÓN
Albacete,-0.004605936540429956,2017,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Ciudad Real,-0.011060635986569256,2017,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Cuenca,-0.00992555831265507,2017,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Guadalajara,0.004718836020448203,2017,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Toledo,-0.002171081198436786,2017,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Barcelona,0.0064552599427416535,2017,Tasa de Variación Interanual,CATALUÑA
Girona,0.008162719122173145,2017,Tasa de Variación Interanual,CATALUÑA
Lleida,0.0006984866123400657,2017,Tasa de Variación Interanual,CATALUÑA
Tarragona,0.0011360767482959666,2017,Tasa de Variación Interanual,CATALUÑA
Alicante/Alacant,-0.0011444765382310207,2017,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Castellón/Castelló,-0.0005219206680583399,2017,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Valencia/València,0.002533048365392254,2017,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Badajoz,-0.005728554641598049,2017,Tasa de Variación Interanual,EXTREMADURA
Cáceres,-0.008466135458167434,2017,Tasa de Variación Interanual,EXTREMADURA
"Coruña, A",-0.0018738288569645212,2017,Tasa de Variación Interanual,GALICIA
Lugo,-0.006880047861202554,2017,Tasa de Variación Interanual,GALICIA
Ourense,-0.008637236084453104,2017,Tasa de Variación Interanual,GALICIA
Pontevedra,-0.0022236340533672294,2017,Tasa de Variación Interanual,GALICIA
Araba/Álava,0.007098765432098864,2017,Tasa de Variación Interanual,PAÍS VASCO
Bizkaia,0.00113965109143499,2017,Tasa de Variación Interanual,PAÍS VASCO
Gipuzkoa,0.0022468754388429435,2017,Tasa de Variación Interanual,PAÍS VASCO
Total Nacional,0.00179636462324817,2017,Tasa de Variación Interanual,MELILLA
Almería,708.6,2018,Número de Habitantes,ANDALUCÍA
Cádiz,1242.4,2018,Número de Habitantes,ANDALUCÍA
Córdoba,782.1,2018,Número de Habitantes,ANDALUCÍA
Granada,915.3,2018,Número de Habitantes,ANDALUCÍA
Huelva,520.9,2018,Número de Habitantes,ANDALUCÍA
Jaén,635.1,2018,Número de Habitantes,ANDALUCÍA
Málaga,1649.1,2018,Número de Habitantes,ANDALUCÍA
Sevilla,1938.5,2018,Número de Habitantes,ANDALUCÍA
Huesca,220.5,2018,Número de Habitantes,ARAGÓN
Teruel,134.0,2018,Número de Habitantes,ARAGÓN
Zaragoza,961.4,2018,Número de Habitantes,ARAGÓN
"Palmas, Las",1115.5,2018,Número de Habitantes,CANARIAS
Santa Cruz de Tenerife,1023.7,2018,Número de Habitantes,CANARIAS
Ávila,159.3,2018,Número de Habitantes,CASTILLA Y LEÓN
Burgos,356.4,2018,Número de Habitantes,CASTILLA Y LEÓN
León,461.8,2018,Número de Habitantes,CASTILLA Y LEÓN
Palencia,161.4,2018,Número de Habitantes,CASTILLA Y LEÓN
Salamanca,332.5,2018,Número de Habitantes,CASTILLA Y LEÓN
Segovia,153.5,2018,Número de Habitantes,CASTILLA Y LEÓN
Soria,88.9,2018,Número de Habitantes,CASTILLA Y LEÓN
Valladolid,520.4,2018,Número de Habitantes,CASTILLA Y LEÓN
Zamora,174.4,2018,Número de Habitantes,CASTILLA Y LEÓN
Albacete,387.8,2018,Número de Habitantes,CASTILLA - LA MANCHA
Ciudad Real,496.3,2018,Número de Habitantes,CASTILLA - LA MANCHA
Cuenca,198.1,2018,Número de Habitantes,CASTILLA - LA MANCHA
Guadalajara,257.2,2018,Número de Habitantes,CASTILLA - LA MANCHA
Toledo,692.7,2018,Número de Habitantes,CASTILLA - LA MANCHA
Barcelona,5581.5,2018,Número de Habitantes,CATALUÑA
Girona,760.1,2018,Número de Habitantes,CATALUÑA
Lleida,431.0,2018,Número de Habitantes,CATALUÑA
Tarragona,798.4,2018,Número de Habitantes,CATALUÑA
Alicante/Alacant,1841.8,2018,Número de Habitantes,COMUNITAT VALENCIANA
Castellón/Castelló,576.6,2018,Número de Habitantes,COMUNITAT VALENCIANA
Valencia/València,2543.6,2018,Número de Habitantes,COMUNITAT VALENCIANA
Badajoz,674.1,2018,Número de Habitantes,EXTREMADURA
Cáceres,395.3,2018,Número de Habitantes,EXTREMADURA
"Coruña, A",1118.9,2018,Número de Habitantes,GALICIA
Lugo,329.5,2018,Número de Habitantes,GALICIA
Ourense,308.0,2018,Número de Habitantes,GALICIA
Pontevedra,942.5,2018,Número de Habitantes,GALICIA
Araba/Álava,328.6,2018,Número de Habitantes,PAÍS VASCO
Bizkaia,1144.7,2018,Número de Habitantes,PAÍS VASCO
Gipuzkoa,716.9,2018,Número de Habitantes,PAÍS VASCO
Total Nacional,46715.4,2018,Número de Habitantes,MELILLA
Almería,0.015168445523317793,2018,Estructura Porcentual,ANDALUCÍA
Cádiz,0.026595084276277204,2018,Estructura Porcentual,ANDALUCÍA
Córdoba,0.01674180248911494,2018,Estructura Porcentual,ANDALUCÍA
Granada,0.019593110623049356,2018,Estructura Porcentual,ANDALUCÍA
Huelva,0.011150498550799094,2018,Estructura Porcentual,ANDALUCÍA
Jaén,0.013595088557520646,2018,Estructura Porcentual,ANDALUCÍA
Málaga,0.03530099282035474,2018,Estructura Porcentual,ANDALUCÍA
Sevilla,0.04149595208432337,2018,Estructura Porcentual,ANDALUCÍA
Huesca,0.004720070897391438,2018,Estructura Porcentual,ARAGÓN
Teruel,0.0028684331077118035,2018,Estructura Porcentual,ARAGÓN
Zaragoza,0.020579937236971105,2018,Estructura Porcentual,ARAGÓN
"Palmas, Las",0.02387863531083968,2018,Estructura Porcentual,CANARIAS
Santa Cruz de Tenerife,0.02191354456988488,2018,Estructura Porcentual,CANARIAS
Ávila,0.00341001040342157,2018,Estructura Porcentual,CASTILLA Y LEÓN
Burgos,0.007629175817824528,2018,Estructura Porcentual,CASTILLA Y LEÓN
León,0.009885391112994859,2018,Estructura Porcentual,CASTILLA Y LEÓN
Palencia,0.0034549634595872026,2018,Estructura Porcentual,CASTILLA Y LEÓN
Salamanca,0.007117567226225184,2018,Estructura Porcentual,CASTILLA Y LEÓN
Segovia,0.0032858543435355363,2018,Estructura Porcentual,CASTILLA Y LEÓN
Soria,0.0019030127110117863,2018,Estructura Porcentual,CASTILLA Y LEÓN
Valladolid,0.011139795442188228,2018,Estructura Porcentual,CASTILLA Y LEÓN
Zamora,0.003733244283469691,2018,Estructura Porcentual,CASTILLA Y LEÓN
Albacete,0.008301331038586848,2018,Estructura Porcentual,CASTILLA - LA MANCHA
Ciudad Real,0.010623905607144539,2018,Estructura Porcentual,CASTILLA - LA MANCHA
Cuenca,0.004240571631624689,2018,Estructura Porcentual,CASTILLA - LA MANCHA
Guadalajara,0.005505679069428925,2018,Estructura Porcentual,CASTILLA - LA MANCHA
Toledo,0.014828086669492287,2018,Estructura Porcentual,CASTILLA - LA MANCHA
Barcelona,0.11947880142308531,2018,Estructura Porcentual,CATALUÑA
Girona,0.016270865710236882,2018,Estructura Porcentual,CATALUÑA
Lleida,0.009226079622565577,2018,Estructura Porcentual,CATALUÑA
Tarragona,0.017090723829829135,2018,Estructura Porcentual,CATALUÑA
Alicante/Alacant,0.039425970878982086,2018,Estructura Porcentual,COMUNITAT VALENCIANA
Castellón/Castelló,0.012342824850049448,2018,Estructura Porcentual,COMUNITAT VALENCIANA
Valencia/València,0.05444885412519212,2018,Estructura Porcentual,COMUNITAT VALENCIANA
Badajoz,0.014429931029168112,2018,Estructura Porcentual,EXTREMADURA
Cáceres,0.008461877667749822,2018,Estructura Porcentual,EXTREMADURA
"Coruña, A",0.023951416449393564,2018,Estructura Porcentual,GALICIA
Lugo,0.007053348574559995,2018,Estructura Porcentual,GALICIA
Ourense,0.006593114904292803,2018,Estructura Porcentual,GALICIA
Pontevedra,0.02017535973148041,2018,Estructura Porcentual,GALICIA
Araba/Álava,0.007034082979060438,2018,Estructura Porcentual,PAÍS VASCO
Bizkaia,0.02450369685371419,2018,Estructura Porcentual,PAÍS VASCO
Gipuzkoa,0.01534611712625815,2018,Estructura Porcentual,PAÍS VASCO
Total Nacional,1.0,2018,Estructura Porcentual,MELILLA
Almería,0.003398470688190214,2018,Tasa de Variación Interanual,ANDALUCÍA
Cádiz,-0.0006435006435006052,2018,Tasa de Variación Interanual,ANDALUCÍA
Córdoba,-0.004328453214513028,2018,Tasa de Variación Interanual,ANDALUCÍA
Granada,0.0012032378035440328,2018,Tasa de Variación Interanual,ANDALUCÍA
Huelva,0.0025019245573516535,2018,Tasa de Variación Interanual,ANDALUCÍA
Jaén,-0.0075011720581340535,2018,Tasa de Variación Interanual,ANDALUCÍA
Málaga,0.0034684191310696555,2018,Tasa de Variación Interanual,ANDALUCÍA
Sevilla,0.0010327911179963678,2018,Tasa de Variación Interanual,ANDALUCÍA
Huesca,0.00045372050816694376,2018,Tasa de Variación Interanual,ARAGÓN
Teruel,-0.004457652303120341,2018,Tasa de Variación Interanual,ARAGÓN
Zaragoza,0.0012497396375754644,2018,Tasa de Variación Interanual,ARAGÓN
"Palmas, Las",0.007223476297968379,2018,Tasa de Variación Interanual,CANARIAS
Santa Cruz de Tenerife,0.010762243285939999,2018,Tasa de Variación Interanual,CANARIAS
Ávila,-0.008094645080946372,2018,Tasa de Variación Interanual,CASTILLA Y LEÓN
Burgos,-0.002239641657334812,2018,Tasa de Variación Interanual,CASTILLA Y LEÓN
León,-0.009012875536480669,2018,Tasa de Variación Interanual,CASTILLA Y LEÓN
Palencia,-0.00676923076923075,2018,Tasa de Variación Interanual,CASTILLA Y LEÓN
Salamanca,-0.0047889853337325095,2018,Tasa de Variación Interanual,CASTILLA Y LEÓN
Segovia,-0.0032467532467532756,2018,Tasa de Variación Interanual,CASTILLA Y LEÓN
Soria,-0.004479283314669513,2018,Tasa de Variación Interanual,CASTILLA Y LEÓN
Valladolid,-0.001343312224141302,2018,Tasa de Variación Interanual,CASTILLA Y LEÓN
Zamora,-0.013016411997736177,2018,Tasa de Variación Interanual,CASTILLA Y LEÓN
Albacete,-0.0030848329048842604,2018,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Ciudad Real,-0.008787697223886504,2018,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Cuenca,-0.007017543859649145,2018,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Guadalajara,0.006653620352250478,2018,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Toledo,0.004786771105309118,2018,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Barcelona,0.01126954505100275,2018,Tasa de Variación Interanual,CATALUÑA
Girona,0.008893018316963097,2018,Tasa de Variación Interanual,CATALUÑA
Lleida,0.0027919962773381712,2018,Tasa de Variación Interanual,CATALUÑA
Tarragona,0.006682637750598852,2018,Tasa de Variación Interanual,CATALUÑA
Alicante/Alacant,0.00491051942383236,2018,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Castellón/Castelló,0.0036553524804177062,2018,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Valencia/València,0.004184761152783212,2018,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Badajoz,-0.00413650465356763,2018,Tasa de Variación Interanual,EXTREMADURA
Cáceres,-0.007282772476142618,2018,Tasa de Variación Interanual,EXTREMADURA
"Coruña, A",0.0002681923833365296,2018,Tasa de Variación Interanual,GALICIA
Lugo,-0.0075301204819276935,2018,Tasa de Variación Interanual,GALICIA
Ourense,-0.0061310100032268,2018,Tasa de Variación Interanual,GALICIA
Pontevedra,0.0002122466305847226,2018,Tasa de Variación Interanual,GALICIA
Araba/Álava,0.007048728164265938,2018,Tasa de Variación Interanual,PAÍS VASCO
Bizkaia,0.002364273204903622,2018,Tasa de Variación Interanual,PAÍS VASCO
Gipuzkoa,0.0044836766148239615,2018,Tasa de Variación Interanual,PAÍS VASCO
Total Nacional,0.004405456832328181,2018,Tasa de Variación Interanual,MELILLA
Almería,718.7,2019,Número de Habitantes,ANDALUCÍA
Cádiz,1244.3,2019,Número de Habitantes,ANDALUCÍA
Córdoba,781.2,2019,Número de Habitantes,ANDALUCÍA
Granada,918.7,2019,Número de Habitantes,ANDALUCÍA
Huelva,523.9,2019,Número de Habitantes,ANDALUCÍA
Jaén,631.6,2019,Número de Habitantes,ANDALUCÍA
Málaga,1670.2,2019,Número de Habitantes,ANDALUCÍA
Sevilla,1943.6,2019,Número de Habitantes,ANDALUCÍA
Huesca,221.6,2019,Número de Habitantes,ARAGÓN
Teruel,133.8,2019,Número de Habitantes,ARAGÓN
Zaragoza,969.0,2019,Número de Habitantes,ARAGÓN
"Palmas, Las",1125.3,2019,Número de Habitantes,CANARIAS
Santa Cruz de Tenerife,1037.7,2019,Número de Habitantes,CANARIAS
Ávila,158.8,2019,Número de Habitantes,CASTILLA Y LEÓN
Burgos,356.7,2019,Número de Habitantes,CASTILLA Y LEÓN
León,458.1,2019,Número de Habitantes,CASTILLA Y LEÓN
Palencia,160.6,2019,Número de Habitantes,CASTILLA Y LEÓN
Salamanca,331.2,2019,Número de Habitantes,CASTILLA Y LEÓN
Segovia,153.5,2019,Número de Habitantes,CASTILLA Y LEÓN
Soria,89.0,2019,Número de Habitantes,CASTILLA Y LEÓN
Valladolid,520.4,2019,Número de Habitantes,CASTILLA Y LEÓN
Zamora,172.2,2019,Número de Habitantes,CASTILLA Y LEÓN
Albacete,387.7,2019,Número de Habitantes,CASTILLA - LA MANCHA
Ciudad Real,494.8,2019,Número de Habitantes,CASTILLA - LA MANCHA
Cuenca,197.4,2019,Número de Habitantes,CASTILLA - LA MANCHA
Guadalajara,260.8,2019,Número de Habitantes,CASTILLA - LA MANCHA
Toledo,700.0,2019,Número de Habitantes,CASTILLA - LA MANCHA
Barcelona,5659.7,2019,Número de Habitantes,CATALUÑA
Girona,770.2,2019,Número de Habitantes,CATALUÑA
Lleida,434.4,2019,Número de Habitantes,CATALUÑA
Tarragona,808.7,2019,Número de Habitantes,CATALUÑA
Alicante/Alacant,1865.8,2019,Número de Habitantes,COMUNITAT VALENCIANA
Castellón/Castelló,581.5,2019,Número de Habitantes,COMUNITAT VALENCIANA
Valencia/València,2567.7,2019,Número de Habitantes,COMUNITAT VALENCIANA
Badajoz,672.1,2019,Número de Habitantes,EXTREMADURA
Cáceres,393.5,2019,Número de Habitantes,EXTREMADURA
"Coruña, A",1119.9,2019,Número de Habitantes,GALICIA
Lugo,328.2,2019,Número de Habitantes,GALICIA
Ourense,306.7,2019,Número de Habitantes,GALICIA
Pontevedra,943.8,2019,Número de Habitantes,GALICIA
Araba/Álava,331.3,2019,Número de Habitantes,PAÍS VASCO
Bizkaia,1150.1,2019,Número de Habitantes,PAÍS VASCO
Gipuzkoa,721.7,2019,Número de Habitantes,PAÍS VASCO
Total Nacional,47087.8,2019,Número de Habitantes,MELILLA
Almería,0.01526297682202184,2019,Estructura Porcentual,ANDALUCÍA
Cádiz,0.026425103742370632,2019,Estructura Porcentual,ANDALUCÍA
Córdoba,0.016590284532299236,2019,Estructura Porcentual,ANDALUCÍA
Granada,0.01951036149490951,2019,Estructura Porcentual,ANDALUCÍA
Huelva,0.011126024150629249,2019,Estructura Porcentual,ANDALUCÍA
Jaén,0.01341324079697926,2019,Estructura Porcentual,ANDALUCÍA
Málaga,0.03546990940328493,2019,Estructura Porcentual,ANDALUCÍA
Sevilla,0.041276084251122364,2019,Estructura Porcentual,ANDALUCÍA
Huesca,0.004706102217559537,2019,Estructura Porcentual,ARAGÓN
Teruel,0.0028415003461618508,2019,Estructura Porcentual,ARAGÓN
Zaragoza,0.020578578740140758,2019,Estructura Porcentual,ARAGÓN
"Palmas, Las",0.023897909862002468,2019,Estructura Porcentual,CANARIAS
Santa Cruz de Tenerife,0.022037555375277674,2019,Estructura Porcentual,CANARIAS
Ávila,0.0033724234302728094,2019,Estructura Porcentual,CASTILLA Y LEÓN
Burgos,0.0075752105640951575,2019,Estructura Porcentual,CASTILLA Y LEÓN
León,0.009728634593249207,2019,Estructura Porcentual,CASTILLA Y LEÓN
Palencia,0.003410649892328798,2019,Estructura Porcentual,CASTILLA Y LEÓN
Salamanca,0.00703366901830198,2019,Estructura Porcentual,CASTILLA Y LEÓN
Segovia,0.003259867736441286,2019,Estructura Porcentual,CASTILLA Y LEÓN
Soria,0.0018900861794350129,2019,Estructura Porcentual,CASTILLA Y LEÓN
Valladolid,0.011051694918853714,2019,Estructura Porcentual,CASTILLA Y LEÓN
Zamora,0.003656998203356283,2019,Estructura Porcentual,CASTILLA Y LEÓN
Albacete,0.008233555188392746,2019,Estructura Porcentual,CASTILLA - LA MANCHA
Ciudad Real,0.010508029680724094,2019,Estructura Porcentual,CASTILLA - LA MANCHA
Cuenca,0.00419216867214013,2019,Estructura Porcentual,CASTILLA - LA MANCHA
Guadalajara,0.005538589613445521,2019,Estructura Porcentual,CASTILLA - LA MANCHA
Toledo,0.014865846355106842,2019,Estructura Porcentual,CASTILLA - LA MANCHA
Barcelona,0.1201946151657117,2019,Estructura Porcentual,CATALUÑA
Girona,0.016356678375290416,2019,Estructura Porcentual,CATALUÑA
Lleida,0.009225319509512017,2019,Estructura Porcentual,CATALUÑA
Tarragona,0.01717429992482129,2019,Estructura Porcentual,CATALUÑA
Alicante/Alacant,0.039623851613369065,2019,Estructura Porcentual,COMUNITAT VALENCIANA
Castellón/Castelló,0.012349270936420898,2019,Estructura Porcentual,COMUNITAT VALENCIANA
Valencia/València,0.05453004812286834,2019,Estructura Porcentual,COMUNITAT VALENCIANA
Badajoz,0.014273336193239013,2019,Estructura Porcentual,EXTREMADURA
Cáceres,0.008356729343906489,2019,Estructura Porcentual,EXTREMADURA
"Coruña, A",0.023783230475834506,2019,Estructura Porcentual,GALICIA
Lugo,0.006969958248208665,2019,Estructura Porcentual,GALICIA
Ourense,0.00651336439587324,2019,Estructura Porcentual,GALICIA
Pontevedra,0.02004340827135691,2019,Estructura Porcentual,GALICIA
Araba/Álava,0.007035792710638424,2019,Estructura Porcentual,PAÍS VASCO
Bizkaia,0.02442458556144054,2019,Estructura Porcentual,PAÍS VASCO
Gipuzkoa,0.015326687592115156,2019,Estructura Porcentual,PAÍS VASCO
Total Nacional,1.0,2019,Estructura Porcentual,MELILLA
Almería,0.014253457521874235,2019,Tasa de Variación Interanual,ANDALUCÍA
Cádiz,0.0015292981326464616,2019,Tasa de Variación Interanual,ANDALUCÍA
Córdoba,-0.0011507479861909697,2019,Tasa de Variación Interanual,ANDALUCÍA
Granada,0.003714629083360732,2019,Tasa de Variación Interanual,ANDALUCÍA
Huelva,0.005759262814359678,2019,Tasa de Variación Interanual,ANDALUCÍA
Jaén,-0.005510943158557713,2019,Tasa de Variación Interanual,ANDALUCÍA
Málaga,0.012794857801224913,2019,Tasa de Variación Interanual,ANDALUCÍA
Sevilla,0.0026309001805520094,2019,Tasa de Variación Interanual,ANDALUCÍA
Huesca,0.0049886621315191615,2019,Tasa de Variación Interanual,ARAGÓN
Teruel,-0.0014925373134327957,2019,Tasa de Variación Interanual,ARAGÓN
