Region,Value,Year,Metric_Type,CCAA
Girona,743.6,2014,Número de Habitantes,CATALUÑA
Lleida,431.5,2014,Número de Habitantes,CATALUÑA
Tarragona,793.6,2014,Número de Habitantes,CATALUÑA
Alicante/Alacant,1845.3,2014,Número de Habitantes,COMUNITAT VALENCIANA
Castellón/Castelló,578.2,2014,Número de Habitantes,COMUNITAT VALENCIANA
Valencia/València,2528.2,2014,Número de Habitantes,COMUNITAT VALENCIANA
Badajoz,687.4,2014,Número de Habitantes,EXTREMADURA
Cáceres,406.8,2014,Número de Habitantes,EXTREMADURA
"Coruña, A",1129.3,2014,Número de Habitantes,GALICIA
Lugo,339.6,2014,Número de Habitantes,GALICIA
Ourense,319.8,2014,Número de Habitantes,GALICIA
Pontevedra,948.9,2014,Número de Habitantes,GALICIA
Araba/Álava,321.0,2014,Número de Habitantes,PAÍS VASCO
Bizkaia,1141.6,2014,Número de Habitantes,PAÍS VASCO
Gipuzkoa,709.1,2014,Número de Habitantes,PAÍS VASCO
Total Nacional,46433.1,2014,Número de Habitantes,MELILLA
Almería,0.014898854480962934,2014,Estructura Porcentual,ANDALUCÍA
Cádiz,0.026817076611296686,2014,Estructura Porcentual,ANDALUCÍA
Córdoba,0.01713002147175183,2014,Estructura Porcentual,ANDALUCÍA
Granada,0.019766072047741806,2014,Estructura Porcentual,ANDALUCÍA
Huelva,0.011209675856231869,2014,Estructura Porcentual,ANDALUCÍA
Jaén,0.014084780038377796,2014,Estructura Porcentual,ANDALUCÍA
Málaga,0.03494705285669059,2014,Estructura Porcentual,ANDALUCÍA
Sevilla,0.04165347564560626,2014,Estructura Porcentual,ANDALUCÍA
Huesca,0.004806915756217009,2014,Estructura Porcentual,ARAGÓN
Teruel,0.00298709325890367,2014,Estructura Porcentual,ARAGÓN
Zaragoza,0.02079981737165944,2014,Estructura Porcentual,ARAGÓN
"Palmas, Las",0.023580161565779585,2014,Estructura Porcentual,CANARIAS
Santa Cruz de Tenerife,0.021588048181146638,2014,Estructura Porcentual,CANARIAS
Ávila,0.0035814968201563113,2014,Estructura Porcentual,CASTILLA Y LEÓN
Burgos,0.007841389009133571,2014,Estructura Porcentual,CASTILLA Y LEÓN
León,0.01035683596399982,2014,Estructura Porcentual,CASTILLA Y LEÓN
Palencia,0.0035858040923393013,2014,Estructura Porcentual,CASTILLA Y LEÓN
Salamanca,0.00738266452164512,2014,Estructura Porcentual,CASTILLA Y LEÓN
Segovia,0.003404898660653715,2014,Estructura Porcentual,CASTILLA Y LEÓN
Soria,0.0019770379319924794,2014,Estructura Porcentual,CASTILLA Y LEÓN
Valladolid,0.011362584018728021,2014,Estructura Porcentual,CASTILLA Y LEÓN
Zamora,0.00398422676926589,2014,Estructura Porcentual,CASTILLA Y LEÓN
Albacete,0.008504708925314054,2014,Estructura Porcentual,CASTILLA - LA MANCHA
Ciudad Real,0.011112762232114591,2014,Estructura Porcentual,CASTILLA - LA MANCHA
Cuenca,0.004451565801120321,2014,Estructura Porcentual,CASTILLA - LA MANCHA
Guadalajara,0.005481003852854968,2014,Estructura Porcentual,CASTILLA - LA MANCHA
Toledo,0.014974231744165262,2014,Estructura Porcentual,CASTILLA - LA MANCHA
Barcelona,0.11739470334739659,2014,Estructura Porcentual,CATALUÑA
Girona,0.016014437976357383,2014,Estructura Porcentual,CATALUÑA
Lleida,0.009292939734801251,2014,Estructura Porcentual,CATALUÑA
Tarragona,0.01709125602210492,2014,Estructura Porcentual,CATALUÑA
Alicante/Alacant,0.039741046796358634,2014,Estructura Porcentual,COMUNITAT VALENCIANA
Castellón/Castelló,0.012452323881024529,2014,Estructura Porcentual,COMUNITAT VALENCIANA
Valencia/València,0.054448227665178504,2014,Estructura Porcentual,COMUNITAT VALENCIANA
Badajoz,0.01480409449293715,2014,Estructura Porcentual,EXTREMADURA
Cáceres,0.008760991620201969,2014,Estructura Porcentual,EXTREMADURA
"Coruña, A",0.02432101238125389,2014,Estructura Porcentual,GALICIA
Lugo,0.007313748166717278,2014,Estructura Porcentual,GALICIA
Ourense,0.006887328220601252,2014,Estructura Porcentual,GALICIA
Pontevedra,0.020435852872196774,2014,Estructura Porcentual,GALICIA
Araba/Álava,0.006913171853699193,2014,Estructura Porcentual,PAÍS VASCO
Bizkaia,0.024585909620507784,2014,Estructura Porcentual,PAÍS VASCO
Gipuzkoa,0.015271433524791583,2014,Estructura Porcentual,PAÍS VASCO
Total Nacional,1.0,2014,Estructura Porcentual,MELILLA
Almería,0.0008680555555553582,2014,Tasa de Variación Interanual,ANDALUCÍA
Cádiz,-0.00032113037893377605,2014,Tasa de Variación Interanual,ANDALUCÍA
Córdoba,-0.0036327195289991288,2014,Tasa de Variación Interanual,ANDALUCÍA
Granada,-0.002499728290403236,2014,Tasa de Variación Interanual,ANDALUCÍA
Huelva,-0.00019208605455245387,2014,Tasa de Variación Interanual,ANDALUCÍA
Jaén,-0.006833712984054663,2014,Tasa de Variación Interanual,ANDALUCÍA
Málaga,0.006263177477365822,2014,Tasa de Variación Interanual,ANDALUCÍA
Sevilla,-0.00015508684863529965,2014,Tasa de Variación Interanual,ANDALUCÍA
Huesca,-0.004016064257028162,2014,Tasa de Variación Interanual,ARAGÓN
Teruel,-0.01140413399857465,2014,Tasa de Variación Interanual,ARAGÓN
Zaragoza,-0.0038164002062919256,2014,Tasa de Variación Interanual,ARAGÓN
"Palmas, Las",0.00027407272062873744,2014,Tasa de Variación Interanual,CANARIAS
Santa Cruz de Tenerife,0.0007987220447283061,2014,Tasa de Variación Interanual,CANARIAS
Ávila,-0.011296076099880925,2014,Tasa de Variación Interanual,CASTILLA Y LEÓN
Burgos,-0.008442265795206905,2014,Tasa de Variación Interanual,CASTILLA Y LEÓN
León,-0.010697387368854283,2014,Tasa de Variación Interanual,CASTILLA Y LEÓN
Palencia,-0.007747318235995282,2014,Tasa de Variación Interanual,CASTILLA Y LEÓN
Salamanca,-0.007814761215629518,2014,Tasa de Variación Interanual,CASTILLA Y LEÓN
Segovia,-0.01187500000000008,2014,Tasa de Variación Interanual,CASTILLA Y LEÓN
Soria,-0.010775862068965525,2014,Tasa de Variación Interanual,CASTILLA Y LEÓN
Valladolid,-0.003964508212195628,2014,Tasa de Variación Interanual,CASTILLA Y LEÓN
Zamora,-0.012806830309498474,2014,Tasa de Variación Interanual,CASTILLA Y LEÓN
Albacete,-0.005790533736153125,2014,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Ciudad Real,-0.008073817762399127,2014,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Cuenca,-0.013365155131265016,2014,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Guadalajara,-0.00469299960891667,2014,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Toledo,-0.007281553398058249,2014,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Barcelona,-0.004583553989152889,2014,Tasa de Variación Interanual,CATALUÑA
Girona,-0.005350454788657033,2014,Tasa de Variación Interanual,CATALUÑA
Lleida,-0.005531228393639065,2014,Tasa de Variación Interanual,CATALUÑA
Tarragona,-0.006385376236384133,2014,Tasa de Variación Interanual,CATALUÑA
Alicante/Alacant,-0.0017851346965270798,2014,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Castellón/Castelló,-0.008403361344537785,2014,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Valencia/València,-0.00397904109049374,2014,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Badajoz,-0.003045685279187804,2014,Tasa de Variación Interanual,EXTREMADURA
Cáceres,-0.005378973105134466,2014,Tasa de Variación Interanual,EXTREMADURA
"Coruña, A",-0.004934355449819461,2014,Tasa de Variación Interanual,GALICIA
Lugo,-0.009334889148191361,2014,Tasa de Variación Interanual,GALICIA
Ourense,-0.009907120743034015,2014,Tasa de Variación Interanual,GALICIA
Pontevedra,-0.0026277065377339204,2014,Tasa de Variación Interanual,GALICIA
Araba/Álava,0.0021854511395567044,2014,Tasa de Variación Interanual,PAÍS VASCO
Bizkaia,-0.004013261210958019,2014,Tasa de Variación Interanual,PAÍS VASCO
Gipuzkoa,0.0011294649159960812,2014,Tasa de Variación Interanual,PAÍS VASCO
Total Nacional,-0.0031772542941236326,2014,Tasa de Variación Interanual,MELILLA
Almería,696.9,2015,Número de Habitantes,ANDALUCÍA
Cádiz,1244.4,2015,Número de Habitantes,ANDALUCÍA
Córdoba,792.0,2015,Número de Habitantes,ANDALUCÍA
Granada,916.0,2015,Número de Habitantes,ANDALUCÍA
Huelva,520.2,2015,Número de Habitantes,ANDALUCÍA
Jaén,649.2,2015,Número de Habitantes,ANDALUCÍA
Málaga,1632.4,2015,Número de Habitantes,ANDALUCÍA
Sevilla,1934.9,2015,Número de Habitantes,ANDALUCÍA
Huesca,221.9,2015,Número de Habitantes,ARAGÓN
Teruel,136.9,2015,Número de Habitantes,ARAGÓN
Zaragoza,962.1,2015,Número de Habitantes,ARAGÓN
"Palmas, Las",1097.4,2015,Número de Habitantes,CANARIAS
Santa Cruz de Tenerife,1001.8,2015,Número de Habitantes,CANARIAS
Ávila,164.5,2015,Número de Habitantes,CASTILLA Y LEÓN
Burgos,361.7,2015,Número de Habitantes,CASTILLA Y LEÓN
León,475.8,2015,Número de Habitantes,CASTILLA Y LEÓN
Palencia,165.0,2015,Número de Habitantes,CASTILLA Y LEÓN
Salamanca,339.7,2015,Número de Habitantes,CASTILLA Y LEÓN
Segovia,156.7,2015,Número de Habitantes,CASTILLA Y LEÓN
Soria,90.8,2015,Número de Habitantes,CASTILLA Y LEÓN
Valladolid,525.7,2015,Número de Habitantes,CASTILLA Y LEÓN
Zamora,182.3,2015,Número de Habitantes,CASTILLA Y LEÓN
Albacete,392.7,2015,Número de Habitantes,CASTILLA - LA MANCHA
Ciudad Real,511.1,2015,Número de Habitantes,CASTILLA - LA MANCHA
Cuenca,203.9,2015,Número de Habitantes,CASTILLA - LA MANCHA
Guadalajara,254.0,2015,Número de Habitantes,CASTILLA - LA MANCHA
Toledo,692.4,2015,Número de Habitantes,CASTILLA - LA MANCHA
Barcelona,5457.9,2015,Número de Habitantes,CATALUÑA
Girona,744.0,2015,Número de Habitantes,CATALUÑA
Lleida,430.1,2015,Número de Habitantes,CATALUÑA
Tarragona,792.0,2015,Número de Habitantes,CATALUÑA
Alicante/Alacant,1835.7,2015,Número de Habitantes,COMUNITAT VALENCIANA
Castellón/Castelló,576.0,2015,Número de Habitantes,COMUNITAT VALENCIANA
Valencia/València,2525.5,2015,Número de Habitantes,COMUNITAT VALENCIANA
Badajoz,684.0,2015,Número de Habitantes,EXTREMADURA
Cáceres,404.4,2015,Número de Habitantes,EXTREMADURA
"Coruña, A",1124.3,2015,Número de Habitantes,GALICIA
Lugo,336.7,2015,Número de Habitantes,GALICIA
Ourense,315.9,2015,Número de Habitantes,GALICIA
Pontevedra,946.5,2015,Número de Habitantes,GALICIA
Araba/Álava,322.1,2015,Número de Habitantes,PAÍS VASCO
Bizkaia,1139.8,2015,Número de Habitantes,PAÍS VASCO
Gipuzkoa,710.0,2015,Número de Habitantes,PAÍS VASCO
Total Nacional,46384.4,2015,Número de Habitantes,MELILLA
Almería,0.015024447874716499,2015,Estructura Porcentual,ANDALUCÍA
Cádiz,0.02682798527091005,2015,Estructura Porcentual,ANDALUCÍA
Córdoba,0.017074706151206008,2015,Estructura Porcentual,ANDALUCÍA
Granada,0.019748018730435232,2015,Estructura Porcentual,ANDALUCÍA
Huelva,0.011214977449314857,2015,Estructura Porcentual,ANDALUCÍA
Jaén,0.013996084890609774,2015,Estructura Porcentual,ANDALUCÍA
Málaga,0.035192866567207944,2015,Estructura Porcentual,ANDALUCÍA
Sevilla,0.04171445572218246,2015,Estructura Porcentual,ANDALUCÍA
Huesca,0.0047839359784755215,2015,Estructura Porcentual,ARAGÓN
Teruel,0.0029514233233587156,2015,Estructura Porcentual,ARAGÓN
Zaragoza,0.020741887358680936,2015,Estructura Porcentual,ARAGÓN
"Palmas, Las",0.023658816326178632,2015,Estructura Porcentual,CANARIAS
Santa Cruz de Tenerife,0.021597778563482547,2015,Estructura Porcentual,CANARIAS
Ávila,0.003546450961961349,2015,Estructura Porcentual,CASTILLA Y LEÓN
Burgos,0.0077978803218323395,2015,Estructura Porcentual,CASTILLA Y LEÓN
León,0.010257759074171488,2015,Estructura Porcentual,CASTILLA Y LEÓN
Palencia,0.0035572304481679183,2015,Estructura Porcentual,CASTILLA Y LEÓN
Salamanca,0.007323582928743284,2015,Estructura Porcentual,CASTILLA Y LEÓN
Segovia,0.0033782909771388654,2015,Estructura Porcentual,CASTILLA Y LEÓN
Soria,0.001957554695113012,2015,Estructura Porcentual,CASTILLA Y LEÓN
Valladolid,0.01133355179758712,2015,Estructura Porcentual,CASTILLA Y LEÓN
Zamora,0.003930200670915222,2015,Estructura Porcentual,CASTILLA Y LEÓN
Albacete,0.008466208466639646,2015,Estructura Porcentual,CASTILLA - LA MANCHA
Ciudad Real,0.011018790800355291,2015,Estructura Porcentual,CASTILLA - LA MANCHA
Cuenca,0.004395874475039022,2015,Estructura Porcentual,CASTILLA - LA MANCHA
Guadalajara,0.00547597899293728,2015,Estructura Porcentual,CASTILLA - LA MANCHA
Toledo,0.014927432498857373,2015,Estructura Porcentual,CASTILLA - LA MANCHA
Barcelona,0.1176667155336708,2015,Estructura Porcentual,CATALUÑA
Girona,0.016039875475375342,2015,Estructura Porcentual,CATALUÑA
Lleida,0.00927251403489104,2015,Estructura Porcentual,CATALUÑA
Tarragona,0.017074706151206008,2015,Estructura Porcentual,CATALUÑA
Alicante/Alacant,0.039575805658799076,2015,Estructura Porcentual,COMUNITAT VALENCIANA
Castellón/Castelló,0.012417968109968007,2015,Estructura Porcentual,COMUNITAT VALENCIANA
Valencia/València,0.05444718482938229,2015,Estructura Porcentual,COMUNITAT VALENCIANA
Badajoz,0.014746337130587006,2015,Estructura Porcentual,EXTREMADURA
Cáceres,0.00871844844387337,2015,Estructura Porcentual,EXTREMADURA
"Coruña, A",0.024238752684092063,2015,Estructura Porcentual,GALICIA
Lugo,0.007258906011503867,2015,Estructura Porcentual,GALICIA
Ourense,0.006810479385310578,2015,Estructura Porcentual,GALICIA
Pontevedra,0.02040556738903597,2015,Estructura Porcentual,GALICIA
Araba/Álava,0.00694414501427204,2015,Estructura Porcentual,PAÍS VASCO
Bizkaia,0.024572916756495717,2015,Estructura Porcentual,PAÍS VASCO
Gipuzkoa,0.015306870413328618,2015,Estructura Porcentual,PAÍS VASCO
Total Nacional,1.0,2015,Estructura Porcentual,MELILLA
Almería,0.007372072853425893,2015,Tasa de Variación Interanual,ANDALUCÍA
Cádiz,-0.0006424670735624138,2015,Tasa de Variación Interanual,ANDALUCÍA
Córdoba,-0.004274578828262432,2015,Tasa de Variación Interanual,ANDALUCÍA
Granada,-0.0019612115929396046,2015,Tasa de Variación Interanual,ANDALUCÍA
Huelva,-0.0005763688760805907,2015,Tasa de Variación Interanual,ANDALUCÍA
Jaén,-0.007339449541284293,2015,Tasa de Variación Interanual,ANDALUCÍA
Málaga,0.005977691501817928,2015,Tasa de Variación Interanual,ANDALUCÍA
Sevilla,0.00041362907812425576,2015,Tasa de Variación Interanual,ANDALUCÍA
Huesca,-0.005824372759856589,2015,Tasa de Variación Interanual,ARAGÓN
Teruel,-0.012977649603460595,2015,Tasa de Variación Interanual,ARAGÓN
Zaragoza,-0.003831020915303296,2015,Tasa de Variación Interanual,ARAGÓN
"Palmas, Las",0.0022833135446158614,2015,Tasa de Variación Interanual,CANARIAS
Santa Cruz de Tenerife,-0.0005985634477254642,2015,Tasa de Variación Interanual,CANARIAS
Ávila,-0.010823812387252052,2015,Tasa de Variación Interanual,CASTILLA Y LEÓN
Burgos,-0.006591595715462861,2015,Tasa de Variación Interanual,CASTILLA Y LEÓN
León,-0.010605115408608756,2015,Tasa de Variación Interanual,CASTILLA Y LEÓN
Palencia,-0.009009009009009028,2015,Tasa de Variación Interanual,CASTILLA Y LEÓN
Salamanca,-0.00904317386231046,2015,Tasa de Variación Interanual,CASTILLA Y LEÓN
Segovia,-0.008855154965211942,2015,Tasa de Variación Interanual,CASTILLA Y LEÓN
Soria,-0.01089324618736387,2015,Tasa de Variación Interanual,CASTILLA Y LEÓN
Valladolid,-0.0036012130401819054,2015,Tasa de Variación Interanual,CASTILLA Y LEÓN
Zamora,-0.014594594594594557,2015,Tasa de Variación Interanual,CASTILLA Y LEÓN
Albacete,-0.005571030640668551,2015,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Ciudad Real,-0.009496124031007747,2015,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Cuenca,-0.013546202225447446,2015,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Guadalajara,-0.0019646365422396617,2015,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Toledo,-0.00417086149863366,2015,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Barcelona,0.0012658227848101333,2015,Tasa de Variación Interanual,CATALUÑA
Girona,0.0005379236148466138,2015,Tasa de Variación Interanual,CATALUÑA
Lleida,-0.0032444959443800325,2015,Tasa de Variación Interanual,CATALUÑA
Tarragona,-0.0020161290322581182,2015,Tasa de Variación Interanual,CATALUÑA
Alicante/Alacant,-0.005202406112827185,2015,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Castellón/Castelló,-0.003804911795226684,2015,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Valencia/València,-0.0010679534846925742,2015,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Badajoz,-0.004946173988943814,2015,Tasa de Variación Interanual,EXTREMADURA
Cáceres,-0.005899705014749346,2015,Tasa de Variación Interanual,EXTREMADURA
"Coruña, A",-0.004427521473479135,2015,Tasa de Variación Interanual,GALICIA
Lugo,-0.008539458186101356,2015,Tasa de Variación Interanual,GALICIA
Ourense,-0.012195121951219634,2015,Tasa de Variación Interanual,GALICIA
Pontevedra,-0.0025292443882389826,2015,Tasa de Variación Interanual,GALICIA
Araba/Álava,0.003426791277258534,2015,Tasa de Variación Interanual,PAÍS VASCO
Bizkaia,-0.0015767344078485568,2015,Tasa de Variación Interanual,PAÍS VASCO
Gipuzkoa,0.0012692144972499264,2015,Tasa de Variación Interanual,PAÍS VASCO
Total Nacional,-0.0010488207765579904,2015,Tasa de Variación Interanual,MELILLA
Almería,702.4,2016,Número de Habitantes,ANDALUCÍA
Cádiz,1244.0,2016,Número de Habitantes,ANDALUCÍA
Córdoba,789.0,2016,Número de Habitantes,ANDALUCÍA
Granada,914.8,2016,Número de Habitantes,ANDALUCÍA
Huelva,519.6,2016,Número de Habitantes,ANDALUCÍA
Jaén,644.6,2016,Número de Habitantes,ANDALUCÍA
Málaga,1640.7,2016,Número de Habitantes,ANDALUCÍA
Sevilla,1935.7,2016,Número de Habitantes,ANDALUCÍA
Huesca,221.0,2016,Número de Habitantes,ARAGÓN
Teruel,135.7,2016,Número de Habitantes,ARAGÓN
Zaragoza,959.6,2016,Número de Habitantes,ARAGÓN
"Palmas, Las",1101.8,2016,Número de Habitantes,CANARIAS
Santa Cruz de Tenerife,1005.1,2016,Número de Habitantes,CANARIAS
Ávila,162.7,2016,Número de Habitantes,CASTILLA Y LEÓN
Burgos,359.2,2016,Número de Habitantes,CASTILLA Y LEÓN
León,470.9,2016,Número de Habitantes,CASTILLA Y LEÓN
Palencia,163.8,2016,Número de Habitantes,CASTILLA Y LEÓN
Salamanca,336.8,2016,Número de Habitantes,CASTILLA Y LEÓN
Segovia,155.4,2016,Número de Habitantes,CASTILLA Y LEÓN
Soria,89.9,2016,Número de Habitantes,CASTILLA Y LEÓN
Valladolid,524.0,2016,Número de Habitantes,CASTILLA Y LEÓN
Zamora,179.6,2016,Número de Habitantes,CASTILLA Y LEÓN
Albacete,390.8,2016,Número de Habitantes,CASTILLA - LA MANCHA
Ciudad Real,506.3,2016,Número de Habitantes,CASTILLA - LA MANCHA
Cuenca,201.5,2016,Número de Habitantes,CASTILLA - LA MANCHA
Guadalajara,254.3,2016,Número de Habitantes,CASTILLA - LA MANCHA
Toledo,690.9,2016,Número de Habitantes,CASTILLA - LA MANCHA
Barcelona,5483.9,2016,Número de Habitantes,CATALUÑA
Girona,747.3,2016,Número de Habitantes,CATALUÑA
Lleida,429.5,2016,Número de Habitantes,CATALUÑA
Tarragona,792.2,2016,Número de Habitantes,CATALUÑA
Alicante/Alacant,1834.9,2016,Número de Habitantes,COMUNITAT VALENCIANA
Castellón/Castelló,574.8,2016,Número de Habitantes,COMUNITAT VALENCIANA
Valencia/València,2526.6,2016,Número de Habitantes,COMUNITAT VALENCIANA
Badajoz,680.8,2016,Número de Habitantes,EXTREMADURA
Cáceres,401.6,2016,Número de Habitantes,EXTREMADURA
"Coruña, A",1120.7,2016,Número de Habitantes,GALICIA
Lugo,334.3,2016,Número de Habitantes,GALICIA
Ourense,312.6,2016,Número de Habitantes,GALICIA
Pontevedra,944.4,2016,Número de Habitantes,GALICIA
Araba/Álava,324.0,2016,Número de Habitantes,PAÍS VASCO
Bizkaia,1140.7,2016,Número de Habitantes,PAÍS VASCO
Gipuzkoa,712.1,2016,Número de Habitantes,PAÍS VASCO
Total Nacional,46427.1,2016,Número de Habitantes,MELILLA
Almería,0.015129094860544812,2016,Estructura Porcentual,ANDALUCÍA
Cádiz,0.02679469533957538,2016,Estructura Porcentual,ANDALUCÍA
Córdoba,0.01699438474511654,2016,Estructura Porcentual,ANDALUCÍA
Granada,0.019704009080903178,2016,Estructura Porcentual,ANDALUCÍA
Huelva,0.01119173930743036,2016,Estructura Porcentual,ANDALUCÍA
Jaén,0.013884132327886085,2016,Estructura Porcentual,ANDALUCÍA
Málaga,0.035339273829293666,2016,Estructura Porcentual,ANDALUCÍA
Sevilla,0.04169332135756918,2016,Estructura Porcentual,ANDALUCÍA
Huesca,0.004760150860165722,2016,Estructura Porcentual,ARAGÓN
Teruel,0.002922861863006735,2016,Estructura Porcentual,ARAGÓN
Zaragoza,0.020668962739434513,2016,Estructura Porcentual,ARAGÓN
"Palmas, Las",0.023731829039504944,2016,Estructura Porcentual,CANARIAS
Santa Cruz de Tenerife,0.021648993798880398,2016,Estructura Porcentual,CANARIAS
Ávila,0.0035044187554251717,2016,Estructura Porcentual,CASTILLA Y LEÓN
Burgos,0.007736860583581572,2016,Estructura Porcentual,CASTILLA Y LEÓN
León,0.010142782986660808,2016,Estructura Porcentual,CASTILLA Y LEÓN
Palencia,0.0035281118140051827,2016,Estructura Porcentual,CASTILLA Y LEÓN
Salamanca,0.007254383754315906,2016,Estructura Porcentual,CASTILLA Y LEÓN
Segovia,0.0033471830030305577,2016,Estructura Porcentual,CASTILLA Y LEÓN
Soria,0.0019363690603117578,2016,Estructura Porcentual,CASTILLA Y LEÓN
Valladolid,0.0112865115417504,2016,Estructura Porcentual,CASTILLA Y LEÓN
Zamora,0.003868430291790786,2016,Estructura Porcentual,CASTILLA Y LEÓN
Albacete,0.00841749753915278,2016,Estructura Porcentual,CASTILLA - LA MANCHA
Ciudad Real,0.01090526869005387,2016,Estructura Porcentual,CASTILLA - LA MANCHA
Cuenca,0.004340137548974629,2016,Estructura Porcentual,CASTILLA - LA MANCHA
Guadalajara,0.005477404360815128,2016,Estructura Porcentual,CASTILLA - LA MANCHA
Toledo,0.014881394702662884,2016,Estructura Porcentual,CASTILLA - LA MANCHA
Barcelona,0.11811851267901721,2016,Estructura Porcentual,CATALUÑA
Girona,0.016096202433492506,2016,Estructura Porcentual,CATALUÑA
Lleida,0.009251062418285872,2016,Estructura Porcentual,CATALUÑA
Tarragona,0.017063310006440204,2016,Estructura Porcentual,CATALUÑA
Alicante/Alacant,0.039522175625873686,2016,Estructura Porcentual,COMUNITAT VALENCIANA
Castellón/Castelló,0.012380700065263607,2016,Estructura Porcentual,COMUNITAT VALENCIANA
Valencia/València,0.054420801643867485,2016,Estructura Porcentual,COMUNITAT VALENCIANA
Badajoz,0.014663849346610061,2016,Estructura Porcentual,EXTREMADURA
Cáceres,0.008650120296120155,2016,Estructura Porcentual,EXTREMADURA
"Coruña, A",0.02413891886419785,2016,Estructura Porcentual,GALICIA
Lugo,0.0072005358939067916,2016,Estructura Porcentual,GALICIA
Ourense,0.006733136465555678,2016,Estructura Porcentual,GALICIA
Pontevedra,0.020341567748147094,2016,Estructura Porcentual,GALICIA
Araba/Álava,0.00697868270902124,2016,Estructura Porcentual,PAÍS VASCO
Bizkaia,0.02456970174747077,2016,Estructura Porcentual,PAÍS VASCO
Gipuzkoa,0.015338024558932177,2016,Estructura Porcentual,PAÍS VASCO
Total Nacional,1.0,2016,Estructura Porcentual,MELILLA
Almería,0.00789209355718179,2016,Tasa de Variación Interanual,ANDALUCÍA
Cádiz,-0.00032144005143053267,2016,Tasa de Variación Interanual,ANDALUCÍA
Córdoba,-0.0037878787878787845,2016,Tasa de Variación Interanual,ANDALUCÍA
Granada,-0.0013100436681223737,2016,Tasa de Variación Interanual,ANDALUCÍA
Huelva,-0.0011534025374856371,2016,Tasa de Variación Interanual,ANDALUCÍA
Jaén,-0.007085643869377711,2016,Tasa de Variación Interanual,ANDALUCÍA
Málaga,0.005084538103405922,2016,Tasa de Variación Interanual,ANDALUCÍA
Sevilla,0.0004134580598480486,2016,Tasa de Variación Interanual,ANDALUCÍA
Huesca,-0.004055881027489883,2016,Tasa de Variación Interanual,ARAGÓN
Teruel,-0.008765522279035931,2016,Tasa de Variación Interanual,ARAGÓN
Zaragoza,-0.002598482486228071,2016,Tasa de Variación Interanual,ARAGÓN
"Palmas, Las",0.004009476945507462,2016,Tasa de Variación Interanual,CANARIAS
Santa Cruz de Tenerife,0.0032940706727890845,2016,Tasa de Variación Interanual,CANARIAS
Ávila,-0.01094224924012166,2016,Tasa de Variación Interanual,CASTILLA Y LEÓN
Burgos,-0.006911805363560952,2016,Tasa de Variación Interanual,CASTILLA Y LEÓN
León,-0.010298444724674338,2016,Tasa de Variación Interanual,CASTILLA Y LEÓN
Palencia,-0.0072727272727272085,2016,Tasa de Variación Interanual,CASTILLA Y LEÓN
Salamanca,-0.008536944362672827,2016,Tasa de Variación Interanual,CASTILLA Y LEÓN
Segovia,-0.00829610721123153,2016,Tasa de Variación Interanual,CASTILLA Y LEÓN
Soria,-0.009911894273127664,2016,Tasa de Variación Interanual,CASTILLA Y LEÓN
Valladolid,-0.0032337835267263193,2016,Tasa de Variación Interanual,CASTILLA Y LEÓN
Zamora,-0.014810751508502529,2016,Tasa de Variación Interanual,CASTILLA Y LEÓN
Albacete,-0.004838298955946008,2016,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Ciudad Real,-0.009391508511054636,2016,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Cuenca,-0.011770475723393847,2016,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Guadalajara,0.0011811023622048111,2016,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Toledo,-0.002166377816291143,2016,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Barcelona,0.0047637369684310205,2016,Tasa de Variación Interanual,CATALUÑA
Girona,0.004435483870967705,2016,Tasa de Variación Interanual,CATALUÑA
Lleida,-0.0013950244129272704,2016,Tasa de Variación Interanual,CATALUÑA
Tarragona,0.00025252525252539293,2016,Tasa de Variación Interanual,CATALUÑA
Alicante/Alacant,-0.0004358010568175086,2016,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Castellón/Castelló,-0.002083333333333437,2016,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Valencia/València,0.00043555731538313935,2016,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Badajoz,-0.004678362573099504,2016,Tasa de Variación Interanual,EXTREMADURA
Cáceres,-0.006923837784371778,2016,Tasa de Variación Interanual,EXTREMADURA
"Coruña, A",-0.00320199235079599,2016,Tasa de Variación Interanual,GALICIA
